title	topic	topic_relevance	num_words
Ideales Gas	16	0.6784	2578
Entropie (Informationstheorie)	16	0.6784	2089
Kanonisches Ensemble	16	0.6784	1914
Kanonisches Ensemble	16	0.6784	1914
Knudsen-Diffusion	-1	0.8150	142
Kirkwood-Buff-Theorie	0	0.7204	431
Kardar-Parisi-Zhang-Gleichung	0	0.7204	419
Korrelationsfunktion (Physik)	0	0.7204	449
Knudsen-Zahl	-1	0.8150	149
Korrelationslänge	0	0.7204	325
Kritischer Exponent	16	0.6784	685
Korrelationsungleichung	-1	0.8150	1032
Lambertsches Gesetz	12	0.6693	599
KPZ-Fixpunkt	0	0.7204	1237
Landau-Theorie	0	0.7204	1077
Landau-Theorie	0	0.7204	1077
Landauer-Prinzip	16	0.6784	392
Langevin-Funktion	-1	0.8150	283
Langevin-Gleichung	-1	0.8150	1076
Makrozustand	16	0.6784	221
Mastergleichung	-1	0.8150	429
Maxwellscher Dämon	-1	0.8150	1435
Maxwell-Boltzmann-Verteilung	-1	0.8150	1007
Lokale Dichtenäherung	-1	0.8150	174
Loschmidt-Paradoxon	0	0.7204	320
Mikrokanonisches Ensemble	16	0.6784	1043
Mikrokanonisches Ensemble	16	0.6784	1043
Mermin-Wagner-Theorem	0	0.7204	1116
Mikrozustand	16	0.6784	543
Mittlere freie Flugzeit	-1	0.8150	169
Modell harter Kugeln	-1	0.8150	185
Molekulare Ratsche	-1	0.8150	699
Mittlere freie Weglänge	-1	0.8150	1216
Molekulare Strömung	-1	0.8150	154
Monte-Carlo-Simulation	-1	0.8150	1492
Mori-Zwanzig-Formalismus	0	0.7204	594
Mittlere quadratische Verschiebung	-1	0.8150	959
Molekularfeldtheorie	0	0.7204	420
N-Vektor-Modell	-1	0.8150	237
Ordnungsparameter	-1	0.8150	604
Potentialhyperfläche	-1	0.8150	756
Radiale Verteilungsfunktion	-1	0.8150	302
Rauschen (Physik)	7	0.5450	1294
Perkolationstheorie	-1	0.8150	1488
Potts-Modell	-1	0.8150	646
Replika-Trick	-1	0.8150	266
Relaxation (Naturwissenschaft)	18	0.5326	592
Rouse-Modell	-1	0.8150	445
Reversible Markow-Kette	-1	0.8150	227
Reptation (Chemie)	-1	0.8150	665
Rayleigh-Jeans-Gesetz	-1	0.8150	465
Satz von Liouville (Physik)	0	0.7204	459
Schwarzer Körper	-1	0.8150	2963
Skalengesetz	-1	0.8150	590
Statistische Mechanik	-1	0.8150	479
Spektrale Leistungsdichte	-1	0.8150	796
Sackur-Tetrode-Gleichung	16	0.6784	258
Stochastischer Prozess	-1	0.8150	1126
Synergetik	2	0.6162	1010
Gradient	-1	0.8150	963
Stoffübergangskoeffizient	-1	0.8150	160
Superstatistik	-1	0.8150	239
Thermodynamischer Grenzfall	13	0.6241	615
Ungeordnete Bewegung	-1	0.8150	156
Thermophorese	13	0.6241	792
Universalität (Physik)	16	0.6784	345
Wärmeleitungsgleichung	13	0.6241	783
Weißes Rauschen	7	0.5450	659
Wiensches Strahlungsgesetz	-1	0.8150	370
Virialsatz	0	0.7204	2421
Wärmerauschen	13	0.6241	3902
Heisenberg-Modell	-1	0.8150	1001
XY-Modell	-1	0.8150	207
Zeitmittelwert	18	0.5326	247
Archäoastronomie	4	0.6571	883
Astrobiologie	4	0.6571	372
Zustandssumme	0	0.7204	631
Astrogeologie	4	0.6571	165
Astronomische Phänomenologie	4	0.6571	393
Zwanzig-Projektionsoperator	0	0.7204	701
Extragalaktische Astronomie	4	0.6571	388
Beobachtende Astronomie	4	0.6571	6683
Himmelsmechanik	2	0.6162	1934
Meteorastronomie	4	0.6571	211
Kosmogonie	4	0.6571	7254
Planetologie	4	0.6571	420
Sonnenforschung	4	0.6571	324
Astrochemie	4	0.6571	2035
Stellarstatistik	4	0.6571	231
Astrophysik	4	0.6571	1287
Antarctic Impulsive Transient Antenna	4	0.6571	306
Akkretionsscheibe	4	0.6571	2202
Achse des Bösen (Kosmologie)	4	0.6571	533
Astronomisches Objekt	4	0.6571	386
Blandford-Znajek-Prozess	-1	0.8150	204
Bekenstein-Grenze	16	0.6784	225
Blanet	4	0.6571	301
Chromosphäre	4	0.6571	419
Cauchy-Horizont	-1	0.8150	198
Barnes-Evans-Relation	4	0.6571	2579
Clouds and the Earth’s Radiant Energy System	4	0.6571	516
Dark Energy Survey	4	0.6571	404
Bugstoßwelle	-1	0.8150	279
Deutsches Zentrum für Astrophysik	4	0.6571	158
Eisenlinien (Physik)	5	0.6795	354
Eisenlinien (Physik)	5	0.6795	354
Extraterrestrisch	4	0.6571	187
Farbtemperatur	-1	0.8150	1315
Flächenhelligkeit	4	0.6571	184
Gaußsche Gravitationskonstante	2	0.6162	192
Gas-Torus	4	0.6571	287
Event Horizon Telescope	4	0.6571	1817
Gleichgewichtstemperatur	13	0.6241	230
Gleichgewichtsfigur	17	0.5868	812
HiSCORE	4	0.6571	399
Interplanetares Medium	4	0.6571	533
Interstellarer Staub	4	0.6571	333
Schwarzes Loch	-1	0.8150	8165
Interstellares Medium	4	0.6571	459
KASCADE-Grande	4	0.6571	541
Kosmische zusätzliche Dimensionen	-1	0.8150	527
Institut d’Astrophysique de Paris	-1	0.8150	1312
Schwarzes Loch	-1	0.8150	8165
Kosmischer Neutrinohintergrund	-1	0.8150	659
Massenverteilung	17	0.5868	718
Lane-Emden-Gleichung	3	0.4698	346
N-Körper-Simulation	0	0.7204	300
Schwarzes Loch	-1	0.8150	8165
Kausalstruktur	2	0.6162	3135
NOAA-Weltraumwetterprognosezentrum	4	0.6571	267
Österreichische Gesellschaft für Astronomie und Astrophysik	4	0.6571	128
M–Sigma-Beziehung	4	0.6571	1042
Penrose-Prozess	-1	0.8150	293
Penrose-Diagramm	2	0.6162	706
Pickup-Ionen	-1	0.8150	130
Ringkriterium	-1	0.8150	166
Schalenaufbau	4	0.6571	190
Schwarzes-Loch-Analogon	-1	0.8150	466
Schwarzes Loch	-1	0.8150	8165
Paradoxon der schwachen jungen Sonne	4	0.6571	4440
Schwarzes Loch	-1	0.8150	8165
Smithsonian Astrophysical Observatory	4	0.6571	212
Solar Radiation and Climate Experiment	4	0.6571	276
Spaghettisierung	-1	0.8150	294
Singularität (Astronomie)	2	0.6162	824
Spikulen	4	0.6571	334
Sternenstaub (Astronomie)	4	0.6571	919
Schwarzes Loch	-1	0.8150	8165
Strahlungstransfermodell	12	0.6693	141
Strömgren-Sphäre	4	0.6571	249
Sunjajew-Seldowitsch-Effekt	-1	0.8150	138
Sternrotation	2	0.6162	1977
Strahlungsdruck	12	0.6693	1006
Schwarzes Loch	-1	0.8150	8165
Theoretische Astronomie	4	0.6571	552
Terrestrischer Gammablitz	-1	0.8150	926
Tunka-Experiment	4	0.6571	427
Wassersynthese im Weltraum	-1	0.8150	1638
Weltraumwetter	4	0.6571	2643
World Radiation Monitoring Center	4	0.6571	176
Zustandsgröße (Astrophysik)	4	0.6571	172
Alphapartikel-Röntgenspektrometer	-1	0.8150	394
Tidal Disruption Event	4	0.6571	399
Elektronenspektroskopie	19	0.6482	163
Wasservorkommen im Universum	4	0.6571	4625
Energiedispersive Röntgenspektroskopie	-1	0.8150	896
Mößbauerspektroskopie	19	0.6482	273
Photoelektronenbeugung	19	0.6482	465
Glimmentladungsspektroskopie	19	0.6482	190
Röntgenabsorptionsspektroskopie	-1	0.8150	742
Photoemissionselektronenmikroskopie	19	0.6482	374
PIXE	-1	0.8150	173
Photoelektronenspektroskopie	-1	0.8150	3184
Röntgenemissionsspektroskopie	-1	0.8150	505
Röntgenphotoelektronenspektroskopie	19	0.6482	1451
Röntgenfluoreszenzanalyse	-1	0.8150	3054
Wellenlängendispersive Röntgenspektroskopie	-1	0.8150	189
Ultraviolettphotoelektronenspektroskopie	19	0.6482	464
Röntgenfluoreszenzanalyse	-1	0.8150	3054
ZEKE-Spektroskopie	19	0.6482	338
Erwin-Schrödinger-Preis	-1	0.8150	644
Negentropie	16	0.6784	415
Erwin Schrödinger	-1	0.8150	1961
Internationales Erwin Schrödinger Institut für Mathematik und Physik	-1	0.8150	1327
Terry Rudolph	-1	0.8150	469
Schrödingers Katze (Romantrilogie)	0	0.7204	656
Schrödinger Medal	-1	0.8150	719
Angel Cat Sugar	15	0.2861	295
Schrödinger (Mondkrater)	4	0.6571	240
Bajun	15	0.2861	351
Babbit and Catstello	15	0.2861	681
Bartls Abenteuer	15	0.2861	389
Beans (Zeichentrickfigur)	15	0.2861	899
Billy the Cat	15	0.2861	841
Blacksad	-1	0.8150	1674
Catwoman	15	0.2861	3080
Cheshire Cat	15	0.2861	1115
Hello Kitty	15	0.2861	2091
Le Chat (Comic)	15	0.2861	878
Chessie (Maskottchen)	15	0.2861	1357
CryptoKitties	-1	0.8150	648
Fat Freddys Kater	15	0.2861	313
Felix the Cat	15	0.2861	1946
Fritz the Cat	15	0.2861	325
Eine Geburtstagstorte für die Katze	15	0.2861	497
Geschichten vom Kater Musch	15	0.2861	310
Der gestiefelte Kater oder Wie man das Spiel spielt	15	0.2861	441
Der gestiefelte Kater	15	0.2861	1771
Garfield (Comic)	15	0.2861	3903
The Ginger Cat	15	0.2861	264
Itchy & Scratchy	15	0.2861	586
Hello Kitty	15	0.2861	2091
Der gestiefelte Kater (Tieck)	15	0.2861	3400
Karla Kick	15	0.2861	192
Kater Mikesch	15	0.2861	525
Der Kater mit Hut (Kinderbuch)	15	0.2861	929
Tom und Jerry	15	0.2861	2390
Katze Q	0	0.7204	1321
Krazy Kat	15	0.2861	1926
Katze mit Hut	15	0.2861	547
Cats	15	0.2861	4671
Lebens-Ansichten des Katers Murr	15	0.2861	2111
Marc Antony and Pussyfoot	15	0.2861	989
Meg and Mog	15	0.2861	342
Neue Lebensansichten eines Katers	15	0.2861	1652
Nyan Cat	15	0.2861	552
Neues von der Katze mit Hut (Buch)	15	0.2861	714
Nyango Star	6	0.3364	613
Oskar (Comic)	15	0.2861	238
Oggy und die Kakerlaken	15	0.2861	1130
Mauzi	6	0.3364	1182
Orlando (The Marmalade Cat)	15	0.2861	445
Petter Schwanzlos	15	0.2861	1163
Pettersson und Findus	15	0.2861	1818
Pitschi	15	0.2861	267
Simon’s Cat	15	0.2861	715
Mauzi	6	0.3364	1182
Spiegel, das Kätzchen	15	0.2861	3264
Sylvester und Tweety (Zeichentrickfiguren)	15	0.2861	443
Telemiezen	15	0.2861	330
Sylvester und Tweety/Filmografie	15	0.2861	1090
Nebenfiguren im Superman-Universum	4	0.6571	17601
Tom Puss	15	0.2861	230
Tom und Jerry	15	0.2861	2390
Norton’s Dome	-1	0.8150	381
Allmachtsparadoxon	3	0.4698	970
Gedankenexperiment	3	0.4698	1577
Argument der letzten Person	3	0.4698	271
Braitenberg-Vehikel	3	0.4698	495
Brett des Karneades	3	0.4698	1171
Buridans Esel	3	0.4698	535
Chinesisches Zimmer	3	0.4698	1328
Darwinscher Dämon	3	0.4698	350
Figuren im Star-Trek-Universum	4	0.6571	55050
Dornröschen-Problem	3	0.4698	405
Fliegender Mann	2	0.6162	441
Gettier-Problem	3	0.4698	1520
Gehirn im Tank	3	0.4698	670
Hilberts Hotel	3	0.4698	665
Gravitationstunnel	2	0.6162	688
Innenweltkosmos	4	0.6571	643
Buttered cat paradox	3	0.4698	576
Josephspfennig	3	0.4698	323
Infinite-Monkey-Theorem	3	0.4698	3879
Konventionalismus	3	0.4698	1894
Laplacescher Dämon	0	0.7204	877
Methodologischer Solipsismus	3	0.4698	374
Molyneux-Problem	3	0.4698	1211
Mary (Gedankenexperiment)	3	0.4698	2201
Lifeboat ethics	3	0.4698	647
Mühlenbeispiel	3	0.4698	415
Quantenselbstmord	0	0.7204	245
Philosophenproblem	3	0.4698	644
Newcombs Problem	3	0.4698	1866
Raumfahrer-Vervielfältigung	3	0.4698	248
Schleier des Nichtwissens	3	0.4698	291
Rotierende Bewegung in lebenden Systemen	2	0.6162	3109
Rokos Basilisk	3	0.4698	466
Simulationshypothese	-1	0.8150	1957
Sumpfmann	-1	0.8150	375
Silurianer-Hypothese	-1	0.8150	909
Trolley-Problem	3	0.4698	1746
Zwillingserde	4	0.6571	870
Paradoxon	3	0.4698	985
Abilene-Paradox	3	0.4698	199
Achilles und die Schildkröte	3	0.4698	551
Vertragstheorie	3	0.4698	1504
Alabama-Paradoxon	3	0.4698	311
Adipositas-Paradoxon	3	0.4698	416
Aerodynamisches Paradoxon	3	0.4698	152
Allais-Paradoxon	3	0.4698	549
Arrow-Theorem	3	0.4698	2345
Augensummenparadoxon	3	0.4698	230
Auswahlparadox	3	0.4698	1011
Alternierende Reihe (Euler)	3	0.4698	538
Barbier-Paradoxon	3	0.4698	451
Berry-Paradoxon	3	0.4698	847
Baulandparadoxon	3	0.4698	167
Bertrand-Wettbewerb	3	0.4698	913
Bildungsparadox	3	0.4698	512
Banach-Tarski-Paradoxon	3	0.4698	1619
Bertrand-Paradoxon (Wahrscheinlichkeitstheorie)	3	0.4698	169
Bonini-Paradox	3	0.4698	157
Burali-Forti-Paradoxon	3	0.4698	143
Catch-22 (Dilemma)	3	0.4698	641
Chainstore-Paradoxon	3	0.4698	542
Consalvi-Paradoxon	3	0.4698	342
Braess-Paradoxon	3	0.4698	1498
Currys Paradoxon	3	0.4698	644
D’Alembertsches Paradoxon	3	0.4698	268
Condorcet-Paradoxon	3	0.4698	771
De-Méré-Paradoxon	3	0.4698	494
Doppelbindungstheorie	0	0.7204	7359
Downs-Thomson-Paradoxon	-1	0.8150	419
Demografisch-ökonomisches Paradoxon	3	0.4698	1894
Easterlin-Paradox	3	0.4698	468
Ellsberg-Paradoxon	3	0.4698	2252
Equity Premium Puzzle	3	0.4698	554
Paradoxon des Epimenides	3	0.4698	379
Ex falso quodlibet	3	0.4698	1497
Euthyphron-Dilemma	3	0.4698	2065
Französisches Paradox	3	0.4698	853
Fahrstuhl-Paradoxon	3	0.4698	687
Fermi-Paradoxon	-1	0.8150	2786
Ehrenfestsches Paradoxon	3	0.4698	1353
Galileis Paradoxon	3	0.4698	308
Gabriels Horn	7	0.5450	375
Geburtstagsparadoxon	3	0.4698	1903
Gefangenenparadoxon	3	0.4698	1224
Freundschaftsparadox	3	0.4698	423
Giffen-Paradoxon	3	0.4698	691
Goodmans neues Rätsel der Induktion	3	0.4698	538
Graysches Paradoxon	3	0.4698	356
Gefangenendilemma	3	0.4698	5454
Hempels Paradox	3	0.4698	705
Paradoxie des Haufens	3	0.4698	1459
Grelling-Nelson-Antinomie	3	0.4698	1172
Großvaterparadoxon	3	0.4698	1621
Henne-Ei-Problem	3	0.4698	1347
Holländische Krankheit	3	0.4698	679
Ikarus-Paradox	3	0.4698	226
Interessante-Zahlen-Paradoxon	3	0.4698	256
Bernoulli-Gleichung	-1	0.8150	3941
Gefangenendilemma	3	0.4698	5454
Hydrostatisches Paradoxon	3	0.4698	1043
Jevons-Paradoxon	3	0.4698	481
Konkurrenzparadoxon	3	0.4698	654
Krokodilschluss	3	0.4698	205
Levinthal-Paradox	10	0.7557	345
Junge-oder-Mädchen-Problem	3	0.4698	1125
Leontief-Paradoxon	3	0.4698	1247
Lügner-Paradox	3	0.4698	1701
Mandeville-Paradox	3	0.4698	149
Mpemba-Effekt	3	0.4698	1477
Moravecsches Paradox	3	0.4698	172
Nowikow-Selbstübereinstimmungsprinzip	3	0.4698	589
Olberssches Paradoxon	3	0.4698	1291
Nicht-Identitätsproblem	3	0.4698	1494
Ostrogorski-Paradox	3	0.4698	475
Paradox der Hässlichkeit	3	0.4698	602
Negatives Stimmgewicht	3	0.4698	4008
Paradox des Liberalismus	3	0.4698	693
Paradox von Hooper	3	0.4698	250
Parrondo-Paradoxon	3	0.4698	386
Petos Parodoxon	3	0.4698	856
Paradoxien der materialen Implikation	3	0.4698	548
Pfeil-Paradoxon	3	0.4698	219
Pferde-Paradox	3	0.4698	601
Politisierungsdilemma	3	0.4698	388
Prävention	3	0.4698	944
Plankton-Paradoxon	-1	0.8150	1670
Präferenzwahl	3	0.4698	872
Riffparadoxon	-1	0.8150	517
Rad des Aristoteles	3	0.4698	294
Richards Paradox	3	0.4698	679
Sad-Film-Paradoxon	3	0.4698	897
Samariterdilemma	3	0.4698	287
Russellsche Antinomie	3	0.4698	679
Sankt-Petersburg-Paradoxon	3	0.4698	1321
Schiff des Theseus	3	0.4698	273
Schachbrett-Paradoxon	3	0.4698	987
Sicherheitseffekt	3	0.4698	173
Der Satyr und der Wanderer	15	0.2861	325
Simpson-Paradoxon	3	0.4698	653
Sparparadoxon	3	0.4698	421
Sozialwahltheorie	3	0.4698	1356
Satz von Löwenheim-Skolem	0	0.7204	616
Struktureller Egoismus	3	0.4698	139
Stadion-Paradoxon	3	0.4698	421
Thomson-Lampe	-1	0.8150	517
Toleranz-Paradoxon	3	0.4698	191
Teilungsparadoxon	3	0.4698	573
Traffic evaporation	-1	0.8150	158
Trouton-Noble-Experiment	-1	0.8150	1278
Paradoxon der unerwarteten Hinrichtung	3	0.4698	1212
Unmögliche Figur	1	0.4168	173
Urlauberdilemma	3	0.4698	1321
Vexierfrage	3	0.4698	159
Umtauschparadoxon	3	0.4698	2695
Uncanny Valley	3	0.4698	1027
Wählerzuwachsparadoxon	3	0.4698	541
Will-Rogers-Phänomen	3	0.4698	239
Wartezeitparadoxon	3	0.4698	490
What the Tortoise Said to Achilles	3	0.4698	660
Wissensparadox	3	0.4698	280
Yablos Paradoxon	3	0.4698	244
Zenons Paradoxien der Vielheit	3	0.4698	1314
École nationale supérieure d’ingénieurs du Mans	-1	0.8150	456
Ziegenproblem	3	0.4698	6207
Anharmonischer Oszillator	-1	0.8150	1789
Aperiodisch	18	0.5326	421
Schwingungslehre	2	0.6162	3985
Dämpfungskonstante	-1	0.8150	180
Dämpfung	12	0.6693	815
Drehschwingung	2	0.6162	221
Einschwingvorgang	18	0.5326	647
Einschwingzeit	18	0.5326	187
Eigenmode	18	0.5326	1326
Eigenmode	18	0.5326	1326
Frequenzziehen	18	0.5326	143
Harmonische	7	0.5450	592
Erzwungene Schwingung	18	0.5326	2441
Gütefaktor	0	0.7204	980
Intermodulation	-1	0.8150	1187
Harmonischer Oszillator	-1	0.8150	3197
Isochronismus	5	0.6795	723
Kippschwingung	-1	0.8150	454
Kreisfrequenz	18	0.5326	730
Kriechfall	-1	0.8150	259
Modenkopplung	9	0.5271	549
Nachhall	7	0.5450	1329
Lineares zeitinvariantes System	18	0.5326	2515
Phasenwinkel	18	0.5326	255
Eigenmode	18	0.5326	1326
Oszillator	18	0.5326	781
Parametrischer Oszillator	18	0.5326	1776
Phasenverschiebung	18	0.5326	1056
Pendel	2	0.6162	1368
Phasenwinkel	18	0.5326	255
Phasenverschiebung	18	0.5326	1056
Rechteckschwingung	-1	0.8150	691
Physikalisches Pendel	2	0.6162	395
Resonanzkörper	7	0.5450	344
Reibschwinger	2	0.6162	636
Resonanzfrequenz	7	0.5450	553
Resonanz	-1	0.8150	3412
Schwebung	7	0.5450	966
Periode (Physik)	18	0.5326	501
Spektrale Beschleunigungsdichte	-1	0.8150	142
Spitze-Tal-Wert	-1	0.8150	173
Stoßmittelpunkt	2	0.6162	1880
Schwingkreis	8	0.5638	4274
Zeigermodell	-1	0.8150	1069
Physikalische Akustik	7	0.5450	715
Acoustical Society of America	7	0.5450	208
Vergrößerungsfunktion	-1	0.8150	638
Levitation (Technik)	2	0.6162	750
Akustische Impedanz	7	0.5450	382
Akustische Oberflächenwelle	7	0.5450	1143
Akustischer Kurzschluss	7	0.5450	386
Akustischer Wirkungsgrad	7	0.5450	192
Atmende Kugel	7	0.5450	136
Cappuccino-Effekt	7	0.5450	524
Chladnische Klangfigur	7	0.5450	545
Druckstau	7	0.5450	581
Deutsche Jahrestagung für Akustik	7	0.5450	673
Exponentialtrichter	-1	0.8150	265
European Acoustics Association	7	0.5450	367
Flüstergewölbe	7	0.5450	779
Humboldt-Effekt	7	0.5450	218
Helmholtz-Resonator	7	0.5450	598
Klang	7	0.5450	786
Infraschall	7	0.5450	2404
Laufzeitverzögerung	7	0.5450	351
Lupeneffekt	7	0.5450	195
Kundtsches Staubrohr	7	0.5450	510
Hohlraumresonator	7	0.5450	865
Mikrobarome	16	0.6784	238
Machscher Kegel	7	0.5450	399
Molekularakustik	7	0.5450	656
Naturtonreihe	7	0.5450	807
Nachschwingen	7	0.5450	319
Normalfrequenz	7	0.5450	216
Normfrequenz	7	0.5450	249
Debye-Sears-Effekt	7	0.5450	390
Oberton	7	0.5450	3064
Quinckesches Interferenzrohr	-1	0.8150	240
Radiophonie	7	0.5450	633
Rijke-Rohr	7	0.5450	181
Schallbrechung	7	0.5450	205
Schallfeld	7	0.5450	207
Schallreflexion	-1	0.8150	351
Rubenssches Flammenrohr	-1	0.8150	983
Saitenschwingung	7	0.5450	2212
Strahlerzeile	7	0.5450	170
Thermoakustik	13	0.6241	257
Tortuosität	-1	0.8150	241
Ultraschall	7	0.5450	1263
Virtuelle Akustik	7	0.5450	159
Christian Doppler Labors	-1	0.8150	913
Christian-Doppler-Preis	-1	0.8150	533
Universitätskliniken Salzburg	-1	0.8150	1507
Dopplernavigation	-1	0.8150	164
Dopplereffekt (Band)	-1	0.8150	469
Doppler-Radar	-1	0.8150	184
Christian-Doppler-Gymnasium und Realgymnasium	-1	0.8150	518
Andreev-Reflexion	2	0.6162	159
Sonografie	-1	0.8150	5917
Druckaufschmelzung	13	0.6241	744
Leidenfrost-Effekt	13	0.6241	505
Thermoelektrizität	-1	0.8150	1679
Bernoulli-Gleichung	-1	0.8150	3941
Thermoelektrizität	-1	0.8150	1679
Sperreffekt	-1	0.8150	173
Photothermischer Effekt	-1	0.8150	1452
Thermoelektrizität	-1	0.8150	1679
Thermotunneling	13	0.6241	493
Einwellenlängenreflektometrie	11	0.6067	489
Elektronische Specklemuster-Interferometrie	-1	0.8150	553
FTIR-Spektrometer	9	0.5271	1215
Fizeau-Interferometer	-1	0.8150	554
Treibhauseffekt	12	0.6693	5635
Holometer	-1	0.8150	480
Interferometric Synthetic Aperture Radar	-1	0.8150	566
Jamin-Interferometer	-1	0.8150	320
Kugelinterferometer	-1	0.8150	754
Elektrooptische Entfernungsmessung	9	0.5271	980
Phasenschiebeverfahren	18	0.5326	330
Sagnac-Interferometer	-1	0.8150	1272
Mach-Zehnder-Interferometer	-1	0.8150	695
Very Long Baseline Interferometry	-1	0.8150	698
Twyman-Green-Interferometer	-1	0.8150	432
Tagmond	4	0.6571	428
Ramsey-Interferometer	-1	0.8150	2550
